-0.9	0.0177828	1
-0.85	0.0177828	1
-0.8	0.0177828	1
-0.75	0.0177828	1
-0.7	0.0177828	1
-0.65	0.0177828	1
-0.6	0.0177828	1
-0.55	0.0177828	1
-0.5	0.0177828	1
-0.45	0.0177828	1
-0.4	0.0177828	1
-0.35	0.0177828	1
-0.3	0.0177828	1
-0.25	0.0177828	1
-0.2	0.0177828	1
-0.15	0.0177828	1
-0.1	0.0177828	1
-0.05	0.0177828	1
5.55112e-17	0.0177828	1
0.05	0.0177828	1
0.1	0.0177828	1
0.15	0.0177828	1
0.2	0.0177828	0
0.25	0.0177828	0
0.3	0.0177828	0
0.35	0.0177828	0
0.4	0.0177828	0
-1	0.0316228	1
-0.95	0.0316228	1
-0.9	0.0316228	1
-0.85	0.0316228	1
-0.8	0.0316228	1
-0.75	0.0316228	1
-0.7	0.0316228	1
-0.65	0.0316228	1
-0.6	0.0316228	1
-0.55	0.0316228	1
-0.5	0.0316228	1
-0.45	0.0316228	1
-0.4	0.0316228	1
-0.35	0.0316228	1
-0.3	0.0316228	1
-0.25	0.0316228	1
-0.2	0.0316228	1
-0.15	0.0316228	1
-0.1	0.0316228	1
-0.05	0.0316228	1
5.55112e-17	0.0316228	1
0.05	0.0316228	1
0.1	0.0316228	1
0.15	0.0316228	1
0.2	0.0316228	0
0.25	0.0316228	0
0.3	0.0316228	0
0.35	0.0316228	0
0.4	0.0316228	0
-1	0.0562341	1
-0.95	0.0562341	1
-0.9	0.0562341	1
-0.85	0.0562341	1
-0.8	0.0562341	1
-0.75	0.0562341	1
-0.7	0.0562341	1
-0.65	0.0562341	1
-0.6	0.0562341	1
-0.55	0.0562341	1
-0.5	0.0562341	1
-0.45	0.0562341	1
-0.4	0.0562341	1
-0.35	0.0562341	1
-0.3	0.0562341	1
-0.25	0.0562341	1
-0.2	0.0562341	1
-0.15	0.0562341	1
-0.1	0.0562341	1
-0.05	0.0562341	1
5.55112e-17	0.0562341	1
0.05	0.0562341	1
0.1	0.0562341	1
0.15	0.0562341	1
0.2	0.0562341	0
0.25	0.0562341	0
0.3	0.0562341	0
0.35	0.0562341	0
0.4	0.0562341	0
-1	0.1	1
-0.95	0.1	1
-0.9	0.1	1
-0.85	0.1	1
-0.8	0.1	1
-0.75	0.1	1
-0.7	0.1	1
-0.65	0.1	1
-0.6	0.1	1
-0.55	0.1	1
-0.5	0.1	1
-0.45	0.1	1
-0.4	0.1	1
-0.35	0.1	1
-0.3	0.1	1
-0.25	0.1	1
-0.2	0.1	1
-0.15	0.1	1
-0.1	0.1	1
-0.05	0.1	1
5.55112e-17	0.1	1
0.05	0.1	1
0.1	0.1	1
0.15	0.1	1
0.2	0.1	0
0.25	0.1	0
0.3	0.1	0
0.35	0.1	0
0.4	0.1	0
-1	0.177828	1
-0.95	0.177828	1
-0.9	0.177828	1
-0.85	0.177828	1
-0.8	0.177828	1
-0.75	0.177828	1
-0.7	0.177828	1
-0.65	0.177828	1
-0.6	0.177828	1
-0.55	0.177828	1
-0.5	0.177828	1
-0.45	0.177828	1
-0.4	0.177828	1
-0.35	0.177828	1
-0.3	0.177828	1
-0.25	0.177828	1
-0.2	0.177828	1
-0.15	0.177828	1
-0.1	0.177828	1
-0.05	0.177828	1
5.55112e-17	0.177828	1
0.05	0.177828	1
0.1	0.177828	1
0.15	0.177828	1
0.2	0.177828	1
0.25	0.177828	1
0.3	0.177828	0
0.35	0.177828	0
0.4	0.177828	0
-1	0.316228	1
-0.95	0.316228	1
-0.9	0.316228	1
-0.85	0.316228	1
-0.8	0.316228	1
-0.75	0.316228	1
-0.7	0.316228	1
-0.65	0.316228	1
-0.6	0.316228	1
-0.55	0.316228	1
-0.5	0.316228	1
-0.45	0.316228	1
-0.4	0.316228	1
-0.35	0.316228	1
-0.3	0.316228	1
-0.25	0.316228	1
-0.2	0.316228	1
-0.15	0.316228	1
-0.1	0.316228	1
-0.05	0.316228	1
5.55112e-17	0.316228	1
0.05	0.316228	1
0.1	0.316228	1
0.15	0.316228	1
0.2	0.316228	1
0.25	0.316228	1
0.3	0.316228	1
0.35	0.316228	1
0.4	0.316228	1
-1	0.562341	1
-0.95	0.562341	1
-0.9	0.562341	1
-0.85	0.562341	1
-0.8	0.562341	1
-0.75	0.562341	1
-0.7	0.562341	1
-0.65	0.562341	1
-0.6	0.562341	1
-0.55	0.562341	1
-0.5	0.562341	1
-0.45	0.562341	1
-0.4	0.562341	1
-0.35	0.562341	1
-0.3	0.562341	1
-0.25	0.562341	1
-0.2	0.562341	1
-0.15	0.562341	1
-0.1	0.562341	1
-0.05	0.562341	1
5.55112e-17	0.562341	1
0.05	0.562341	1
0.1	0.562341	1
0.15	0.562341	1
0.2	0.562341	1
0.25	0.562341	1
0.3	0.562341	1
0.35	0.562341	1
0.4	0.562341	1
-1	1	1
-0.95	1	1
-0.9	1	1
-0.85	1	1
-0.8	1	1
-0.75	1	1
-0.7	1	1
-0.65	1	1
-0.6	1	1
-0.55	1	1
-0.5	1	1
-0.45	1	1
-0.4	1	1
-0.35	1	1
-0.3	1	1
-0.25	1	1
-0.2	1	1
-0.15	1	1
-0.1	1	1
-0.05	1	1
5.55112e-17	1	1
0.05	1	1
0.1	1	1
0.15	1	1
0.2	1	1
0.25	1	1
0.3	1	1
0.35	1	1
0.4	1	1
-1	1.77828	1
-0.95	1.77828	1
-0.9	1.77828	1
-0.85	1.77828	1
-0.8	1.77828	1
-0.75	1.77828	1
-0.7	1.77828	1
-0.65	1.77828	1
-0.6	1.77828	1
-0.55	1.77828	1
-0.5	1.77828	1
-0.45	1.77828	1
-0.4	1.77828	1
-0.35	1.77828	1
-0.3	1.77828	1
-0.25	1.77828	1
-0.2	1.77828	1
-0.15	1.77828	1
-0.1	1.77828	1
-0.05	1.77828	1
5.55112e-17	1.77828	1
0.05	1.77828	1
0.1	1.77828	1
0.15	1.77828	1
0.2	1.77828	1
0.25	1.77828	1
0.3	1.77828	1
0.35	1.77828	1
0.4	1.77828	1
-1	3.16228	1
-0.95	3.16228	1
-0.9	3.16228	1
-0.85	3.16228	1
-0.8	3.16228	1
-0.75	3.16228	1
-0.7	3.16228	1
-0.65	3.16228	1
-0.6	3.16228	1
-0.55	3.16228	1
-0.5	3.16228	1
-0.45	3.16228	1
-0.4	3.16228	1
-0.35	3.16228	1
-0.3	3.16228	1
-0.25	3.16228	1
-0.2	3.16228	1
-0.15	3.16228	1
-0.1	3.16228	1
-0.05	3.16228	1
5.55112e-17	3.16228	1
0.05	3.16228	1
0.1	3.16228	1
0.15	3.16228	1
0.2	3.16228	1
0.25	3.16228	1
0.3	3.16228	1
0.35	3.16228	1
0.4	3.16228	1
-1	5.62341	1
-0.95	5.62341	1
-0.9	5.62341	1
-0.85	5.62341	1
-0.8	5.62341	1
-0.75	5.62341	1
-0.7	5.62341	1
-0.65	5.62341	1
-0.6	5.62341	1
-0.55	5.62341	1
-0.5	5.62341	1
-0.45	5.62341	1
-0.4	5.62341	1
-0.35	5.62341	1
-0.3	5.62341	1
-0.25	5.62341	1
-0.2	5.62341	1
-0.15	5.62341	1
-0.1	5.62341	1
-0.05	5.62341	1
5.55112e-17	5.62341	1
0.05	5.62341	1
0.1	5.62341	1
0.15	5.62341	1
0.2	5.62341	1
0.25	5.62341	1
0.3	5.62341	1
0.35	5.62341	1
0.4	5.62341	1
-1	10	1
-0.95	10	1
-0.9	10	1
-0.85	10	1
-0.8	10	1
-0.75	10	1
-0.7	10	1
-0.65	10	1
-0.6	10	1
-0.55	10	1
-0.5	10	1
-0.45	10	1
-0.4	10	1
-0.35	10	1
-0.3	10	1
-0.25	10	1
-0.2	10	1
-0.15	10	1
-0.1	10	1
-0.05	10	1
5.55112e-17	10	1
0.05	10	1
0.1	10	1
0.15	10	1
0.2	10	1
0.25	10	1
0.3	10	1
0.35	10	1
0.4	10	1
