1.21126	1.78515e-05
4.6006	0.00515899
3.2478	0.00201696
2.25622	0.000630833
2.69585	0.00114904
1.94497	0.000357064
3.35917	0.00222133
3.9713	0.00351902
2.44785	0.000837803
0.514656	9.42146e-05
0.141792	0.000294521
0.40188	0.000143078
0.212446	0.000248035
0.221318	0.000242479
0.448886	0.000121476
0.680706	4.07778e-05
0.180543	0.000268532
0.403602	0.000142256
0.346938	0.000170567
0.0703521	0.000345579
0.330293	0.000179371
0.317012	0.000186554
0.043404	0.000365896
1	0
1	2.55351e-15
1	0
1	0
1	2.22045e-16
0.733667	2.83726e-05
3.31575	0.00214048
2.67717	0.0011239
2.68191	0.00113025
4.27443	0.00427045
3.14909	0.00184403
0.557956	7.8155e-05
0.375462	0.000155994
0.00702255	0.000394246
0.160334	0.000281936
0.556143	7.87976e-05
0.257147	0.000220683
0.200843	0.000255395
0.116985	0.000311789
0.139937	0.000295796
0.251084	0.0002243
0.142044	0.000294348
0.165463	0.000278503
0.463464	0.000115135
0.0866291	0.000333587
0.166285	0.000277955
0.162775	0.0002803
0.0276951	0.000378008
0.128824	0.000303487
1	1.77636e-15
1	8.88178e-16
1	5.55112e-16
1	5.55112e-16
1	2.22045e-15
1.9638	0.000371429
0.460108	0.00011658
0.258864	0.000219665
0.595515	6.5439e-05
0.786514	1.82303e-05
0.507506	9.70107e-05
1.38415	5.90262e-05
0.0809382	0.000337756
1.21493	1.84773e-05
0.0716222	0.000344635
0.580946	7.02374e-05
0.151156	0.000288131
0.245634	0.000227575
0.289664	0.00020179
0.303879	0.000193796
0.466421	0.00011387
0.0275732	0.000378103
0.330113	0.000179467
0.236592	0.000233062
0.45809	0.000117453
0.502038	9.91766e-05
0.306178	0.000192518
0.308697	0.000191123
0.264734	0.0002162
1	0
1	0
1	5.66214e-15
1	0
1	0
0.125339	0.000305919
0.384359	0.000151583
0.0713856	0.000344811
0.0896077	0.000331416
0.32258	0.000183525
0.316188	0.000187005
0.295268	0.00019862
0.0858612	0.000334148
0.12834	0.000303824
0.08631	0.00033382
0.489545	0.000104215
0.123016	0.000307546
0.257421	0.000220521
0.183377	0.000266678
0.252791	0.000223279
0.0910966	0.000330333
0.0320382	0.00037464
0.279846	0.000207405
0.0839058	0.000335579
0.493267	0.000102701
0.28794	0.000202771
0.207743	0.000251006
0.194248	0.000259627
0.176861	0.00027095
1	0
1	0
1	7.77156e-16
1	0
1	0
0.0960597	0.000326736
0.421186	0.000133993
0.630587	5.45833e-05
0.04743	0.000362824
0.0958163	0.000326912
0.351206	0.000168345
0.130346	0.000302428
0.147902	0.000290344
0.848643	9.16345e-06
0.367851	0.00015982
0.397532	0.000145166
0.272638	0.000211577
0.247024	0.000226737
0.382269	0.000152613
0.354505	0.000166638
0.0295531	0.000376565
0.0880017	0.000332586
0.103103	0.000321666
0.0232285	0.000381487
0.272356	0.000211742
0.37441	0.000156521
0.32329	0.000183141
0.324677	0.000182391
0.435871	0.000127281
1	0
1	0
1	0
1	4.21885e-15
1	0
0.287755	0.000202876
0.2184	0.0002443
0.155096	0.000285464
0.0302138	0.000376053
0.183757	0.00026643
0.0725319	0.00034396
0.813306	1.39417e-05
0.0640114	0.000350307
0.176656	0.000271084
0.641615	5.13733e-05
0.44893	0.000121456
0.324722	0.000182367
0.283133	0.000205517
0.308849	0.000191039
0.0475479	0.000362734
0.238174	0.000232098
0.474119	0.000110608
0.111052	0.000315992
0.215894	0.000245868
0.00746298	0.000393897
0.217293	0.000244992
0.06253	0.000351416
0.201634	0.00025489
0.161168	0.000281376
1	3.33067e-16
1	1.22125e-15
1	0
1	1.44329e-15
1	0
0.00530643	0.00039561
0.0286992	0.000377228
0.573184	7.28635e-05
0.246638	0.00022697
0.0739651	0.000342899
0.702601	3.53772e-05
0.174716	0.000272363
0.106653	0.000319125
0.0589274	0.000354122
0.634591	5.34068e-05
0.491565	0.000103392
0.329461	0.000179817
0.283985	0.000205029
0.240632	0.000230603
0.228577	0.000237981
0.271438	0.000212276
0.203161	0.000253917
0.253408	0.00022291
0.104372	0.000320757
0.253813	0.000222668
0.0266887	0.00037879
0.192157	0.000260976
0.215415	0.000246169
0.49381	0.000102481
1	0
1	0
1	3.77476e-15
1	0
1	0
0.0542012	0.000357686
0.0894983	0.000331495
0.0238446	0.000381007
0.549379	8.1217e-05
0.252221	0.00022362
0.650706	4.88001e-05
0.414245	0.000137225
0.209394	0.00024996
0.515811	9.37667e-05
0.372	0.000157729
0.252357	0.000223538
0.130035	0.000302644
0.231762	0.00023602
0.158336	0.000283279
0.19976	0.000256088
0.26416	0.000216537
0.276445	0.000209369
0.207404	0.00025122
0.191034	0.000261702
0.198068	0.000257172
0.176132	0.00027143
0.0777475	0.000340104
0.195469	0.000258841
0.706608	3.44303e-05
1	0
1	0
1	0
1	0
1	3.33067e-16
0.608403	6.13355e-05
0.621254	5.73762e-05
0.704202	3.49974e-05
0.487258	0.000105151
0.51282	9.49286e-05
0.27417	0.000210687
0.396379	0.000145722
0.366069	0.000160722
0.333216	0.000177809
0.278756	0.000208034
0.221542	0.00024234
0.18811	0.000263596
0.267989	0.00021429
0.153933	0.00028625
0.171862	0.00027425
0.149201	0.00028946
0.144899	0.000292393
0.0494702	0.000361272
0.19184	0.000261181
